Fiscal Year,Grantee,State,Total Program Funding,Income Eligible Fed,Income Eligible State,CLRCB,CLRCV,DFRCB,DFRCV,ESRCB,ESRCV,HLRCB,HLRCV,KSRCB,KSRCV,NGRCB,NGRCV,PARCB,PARCV,PQRCB,PQRCV,TERCB,TERCV
2016,Wyoming,WY,9818266,57626,57622,0,0,116,1.5,9387,306.3,2597,51.5,1,0,12891,102.1,2714,53,2597,51.5,49012,476
2017,Alabama,AL,47121632,597533,524784,0,0,83,1.3,102978,3786.7,4760,124.1,4,0.1,27077,424.6,4847,125.5,4760,124.1,323377,4341.4
2017,Alaska,AK,10311124,63445,49400,0,0,7755,139.2,7030,438.2,447,14.1,0,0,20000,213,8202,153.3,447,14.1,53081,829.2
2017,Arizona,AZ,21166663,655219,655219,0,0,7,0.1,116865,4259.3,3934,117.4,0,0,34332,517.9,3942,117.5,3934,117.4,401344,4908.6
2017,Arkansas,AR,29626853,336480,328202,0,0,48,0.7,58095,1749.7,2949,73,2,0,26080,333.4,2999,73.8,2949,73,202036,2170.5
2017,California,CA,171581930,3716264,3712296,0,0,412,7.9,307501,16500.8,22096,651.4,287,4.9,446314,5383.3,22794,664.2,22096,651.4,1415437,22639.1
2017,Colorado,CO,55995629,583310,409733,0,0,179,3.1,63514,2264.6,10341,238,3,0.1,125643,958.2,10523,241.2,10341,238,343246,3512.3
2017,Connecticut,CT,86852428,433877,433877,0,0,45050,810.3,42239,2512,9005,301.1,48,0.8,49815,675.6,54102,1112.3,9005,301.1,229812,4321.5
2017,Delaware,DE,12548140,100045,89520,0,0,1764,31.3,15909,622.4,2294,65.2,39,0.6,10371,127.1,4098,97.1,2294,65.2,59711,848.5
2017,District of Columbia,DC,11209544,75822,75808,0,0,91,1.7,8171,309.8,5,0.2,0,0,12368,149.2,96,1.9,5,0.2,38383,460.8
2017,Florida,FL,75362480,2050786,1777564,0,0,52,0.9,414430,14097.7,6254,251,10,0.2,15423,315.9,6316,252,6254,251,1175968,14666.2
2017,Georgia,GA,61708622,1077243,1075905,0,0,61,1.1,186880,6516.8,7002,211.4,21,0.4,114365,1883.4,7084,212.8,7002,211.4,665998,8620.7
2017,Hawaii,HI,5297855,114245,86190,0,0,1,0,8972,775.9,580,27.8,0,0,558,22.2,581,27.8,580,27.8,34020,826.1
2017,Idaho,ID,20614345,152227,143159,0,0,651,11.6,29780,876.4,4201,105.8,1,0,30119,220.3,4852,117.4,4201,105.8,134376,1271.4
2017,Illinois,IL,178434556,1472442,991519,0,0,424,7.5,149164,5661.9,18122,329,63,1.1,388810,3333.4,18610,337.5,18122,329,891592,9344.5
2017,Indiana,IN,80483214,735341,564470,0,0,944,16.8,107654,3878.3,10762,237.6,112,1.9,128855,1107.2,11818,256.3,10762,237.6,497742,5267.7
2017,Iowa,IA,58879255,361096,300663,0,0,974,17.2,46819,1692.8,14582,201.6,27,0.5,63711,561.4,15582,219.2,14582,201.6,220568,2484.1
2017,Kansas,KS,36767367,315572,186750,0,0,19,0.3,44402,1732.5,6116,108.9,1,0,56299,596.2,6136,109.2,6116,108.9,205512,2445.3
2017,Kentucky,KY,48678707,573913,410291,0,0,526,9.3,84899,2699.9,4474,99.7,86,1.5,45244,502.6,5085,110.4,4474,99.7,331939,3336.6
2017,Louisiana,LA,42653527,609045,608637,0,0,44,0.7,100763,2875,1699,49.6,2,0,29680,379.1,1745,50.3,1699,49.6,312444,3305.7
2017,Maine,ME,41484595,170798,133202,0,0,31488,561.9,15827,740.7,6561,182,1275,21.5,2847,40.1,39324,765.3,6561,182,99438,1612.3
2017,Maryland,MD,81229681,658770,386361,0,0,10426,195.9,88999,3640.8,6277,200.4,149,2.5,79376,983,16851,398.8,6277,200.4,386220,5037.4
2017,Massachusetts,MA,147261166,856746,856746,0,0,70691,1270.4,65981,3879.1,8136,292.1,206,3.5,124802,1614.1,79033,1565.9,8136,292.1,409449,7091.4
2017,Michigan,MI,172017696,1198808,598929,0,0,2495,44,112519,5078,34882,734,68,1.2,312803,2506.9,37446,779.1,34882,734,724515,8440.3
2017,Minnesota,MN,121996287,628945,499685,0,0,3613,64.3,73610,2814,24956,439.1,51,0.9,127705,1049.4,28619,504.2,24956,439.1,385787,4403.1
2017,Mississippi,MS,29709535,360762,347868,0,0,1,0,59519,1932.7,4819,135,5,0.1,19094,218.2,4824,135.1,4819,135,178249,2288.5
2017,Missouri,MO,78873417,710750,481582,0,0,91,1.6,112770,3844,12111,217.7,25,0.4,87347,1023.3,12227,219.7,12111,217.7,470484,5123.7
2017,Montana,MT,21077320,118213,118213,0,0,382,6.4,17826,572.3,7241,153.5,0,0,22370,163.7,7623,159.9,7241,153.5,95522,944.9
2017,Nebraska,NE,30672063,208681,121466,0,0,84,1.5,32987,1060.4,4569,68.4,2,0,36142,307,4656,69.9,4569,68.4,146173,1442
2017,Nevada,NV,10548854,260317,222509,0,0,241,4.6,44140,1550.5,2199,65.9,2,0,42534,360.8,2442,70.6,2199,65.9,164779,1990.3
2017,New Hampshire,NH,29160514,149408,110523,0,0,23734,401.4,15154,853,9603,301.1,433,6.9,7556,106.7,33770,709.4,9603,301.1,99771,1712.6
2017,New Jersey,NJ,124091627,1047284,755705,0,0,18726,354.7,94724,4344.1,4303,159.4,29,0.5,230803,2025.5,23058,514.6,4303,159.4,536022,6893.4
2017,New Mexico,NM,18927562,228270,220932,0,0,4,0.1,22168,836.8,4020,104.8,0,0,31221,276.5,4024,104.8,4020,104.8,111913,1253.7
2017,New York,NY,366923809,2370954,2370954,0,0,83584,1540.7,167464,8849.1,21885,701.5,2280,37.9,446633,5208.1,107749,2280,21885,701.5,1054577,16448.3
2017,North Carolina,NC,84288548,1134929,808623,0,0,4038,70.4,191529,6138.4,14227,417.8,675,11.3,62080,796.5,18940,499.5,14227,417.8,649324,7457.9
2017,North Dakota,ND,21313880,91616,91616,0,0,786,13.7,16542,498.9,5192,78.8,6,0.1,11925,84.2,5984,92.6,5192,78.8,69098,677.1
2017,Ohio,OH,149742702,1447973,1447534,0,0,7714,135.8,169902,6287,17187,493.4,248,4.2,277612,2514.6,25150,633.4,17187,493.4,838537,9480.9
2017,Oklahoma,OK,35691204,417094,307772,0,0,9,0.2,74510,2317,6989,132.4,8,0.1,53248,582.2,7005,132.7,6989,132.4,273807,3039.9
2017,Oregon,OR,38810596,423372,422822,0,0,1958,35.1,68465,2138.5,2217,60.7,145,2.3,51190,506.6,4320,98.1,2217,60.7,263931,2844
2017,Pennsylvania,PA,222067301,1579900,1020677,0,0,71250,1338.6,176484,7359,17668,542,921,15.6,228190,2493.6,89839,1896.2,17668,542,870323,11857.1
2017,Rhode Island,RI,27072801,137700,137700,0,0,10336,187.1,10332,554.8,1216,47.3,16,0.3,18983,258.3,11568,234.6,1216,47.3,56505,1052.9
2017,South Carolina,SC,39174482,524221,476739,0,0,462,8.2,99716,3804.3,4065,139.5,91,1.5,26363,369.5,4619,149.2,4065,139.5,351864,4327.1
2017,South Dakota,SD,18570595,92779,83262,0,0,378,6.6,15876,547.6,4049,64,1,0,12808,99.4,4429,70.6,4049,64,66928,721.4
2017,Tennessee,TN,64322715,755699,658865,0,0,227,4,134066,4213.5,5441,128.2,172,2.9,58910,584.2,5841,135.1,5441,128.2,496788,4949.8
2017,Texas,TX,118378117,2656922,2208681,0,0,6,0.1,492154,15886.4,15960,435.3,4,0.1,168814,2234,15969,435.4,15960,435.3,1640599,18560.9
2017,Utah,UT,25855447,212553,166517,0,0,130,2.3,32451,1041.8,2488,59.9,1,0,69592,603.6,2619,62.3,2488,59.9,174695,1722.1
2017,Vermont,VT,20890010,77045,47954,0,0,10271,184.1,6904,357.6,6427,214.2,342,5.8,3614,49.5,17040,404.1,6427,214.2,43223,859.1
2017,Virginia,VA,91976654,922930,449747,0,0,8912,156.2,150068,5078.9,9852,312.4,365,6.1,81148,949,19128,474.7,9852,312.4,553667,6536.8
2017,Washington,WA,57058803,763153,379396,0,0,4803,91.7,127209,3600.6,8797,221.2,25,0.4,98296,966.7,13625,313.4,8797,221.2,503821,4998.7
2017,West Virginia,WV,30102935,246316,184384,0,0,1152,20.3,36077,1229.7,1961,66.3,112,1.9,24254,211.1,3225,88.5,1961,66.3,143734,1555
2017,Wisconsin,WI,111784911,691229,691073,0,0,4064,71,72448,3046,22276,373.1,49,0.8,136267,1100.6,26389,444.9,22276,373.1,413810,4654
2017,Wyoming,WY,10116891,61148,61137,0,0,117,2,9459,315.3,3505,82.1,0,0,13307,113.1,3623,84.2,3505,82.1,51208,531.5
2018,Alabama,AL,54132580,589952,511855,0,0,69,1.2,112870,4027.6,5741,155.4,13,0.3,35669,528.5,5823,156.8,5741,155.4,358161,4720
2018,Alaska,AK,12046883,65823,47976,0,0,6396,133.9,6738,433.2,459,15,0,0,18108,204.5,6855,148.9,459,15,49398,816.4
2018,Arizona,AZ,28250570,654898,654898,0,0,5,0.1,118261,4425.2,4986,154.4,0,0,36517,539.2,4991,154.5,4986,154.4,407303,5140.6
2018,Arkansas,AR,33842983,333739,330573,0,0,43,0.7,65712,1888.7,3993,102.6,3,0.1,35466,411.7,4039,103.4,3993,102.6,235028,2427.5
2018,California,CA,194621189,3708530,3706003,0,0,465,10.4,304009,16782.2,24078,736.8,287,7.1,438159,5214.2,24830,754.4,24078,736.8,1440251,22861.9
2018,Colorado,CO,57183877,573289,394798,0,0,154,3,65807,2342.8,11606,277.8,2,0.1,137145,991.9,11762,280.8,11606,277.8,359886,3672.1
2018,Connecticut,CT,88186693,430825,430825,0,0,54680,1089.4,44565,2769.1,8864,306.8,44,1.1,54702,739.2,63589,1397.3,8864,306.8,248546,4932.6
2018,Delaware,DE,14061516,101882,89377,0,0,2493,48.6,17299,635.4,2873,86.8,46,1.1,12605,152.2,5411,136.5,2873,86.8,68854,926.2
2018,District of Columbia,DC,12149911,82290,82290,0,0,681,14.1,8845,332.9,4,0.2,0,0,13584,154.5,685,14.2,4,0.2,41984,501.5
2018,Florida,FL,98411501,2044074,1739470,0,0,57,1.1,428302,14485.3,6773,280.3,19,0.5,17570,364.7,6849,281.9,6773,280.3,1196851,15132.9
2018,Georgia,GA,74152902,1058459,1057514,0,0,104,2,203659,6847.3,8733,271.7,93,2.2,136713,1860.5,8930,275.9,8733,271.7,738418,8995.3
2018,Hawaii,HI,5206106,113359,83689,0,0,0,0,9249,880.2,455,22.6,0,0,568,25.7,455,22.6,455,22.6,34237,928.5
2018,Idaho,ID,21864488,154042,140504,0,0,510,10.2,28755,855.2,3848,100.9,3,0.1,28607,195.4,4361,111.1,3848,100.9,129754,1232.6
2018,Illinois,IL,184375076,1467814,964057,0,0,490,9.5,161135,6028.5,22286,416.6,47,1.2,451040,3571.5,22823,427.3,22286,416.6,990071,10043.9
2018,Indiana,IN,84022955,717722,549725,0,0,1151,22.4,117969,4239.9,13521,306.2,103,2.7,150829,1257.5,14775,331.2,13521,306.2,556670,5865.8
2018,Iowa,IA,58983524,351929,294027,0,0,912,17.5,50635,1817.1,22644,335.1,14,0.4,75122,634.3,23571,353,22644,335.1,247219,2819
2018,Kansas,KS,39335218,313273,182112,0,0,9,0.2,48407,1894.1,8421,154.8,3,0.1,69719,683.4,8433,155.1,8421,154.8,233852,2744.4
2018,Kentucky,KY,53578836,560836,401669,0,0,421,8.1,94556,2936.4,5925,142.4,101,2.6,54099,543.6,6447,153.1,5925,142.4,369165,3665.2
2018,Louisiana,LA,48124614,611206,610874,0,0,8,0.1,109408,3074.1,1748,52.9,4,0.1,38636,440.8,1760,53.2,1748,52.9,334767,3570.1
2018,Maine,ME,41523323,167128,129434,0,0,32098,634.4,16623,820.6,7827,245.1,1077,26.2,3192,50.2,41001,905.7,7827,245.1,107232,1864.9
2018,Maryland,MD,81707849,646002,375690,0,0,14502,300,96008,3741.6,7137,245.9,131,3.2,90221,1018.6,21770,549.2,7137,245.9,415530,5329.7
2018,Massachusetts,MA,150740125,849796,849796,0,0,76683,1526.3,69211,4383.4,8643,324.3,200,4.9,134282,2015.7,85526,1855.5,8643,324.3,434024,8290.3
2018,Michigan,MI,177111270,1178417,575917,0,0,2755,53,119868,5426.8,42671,935.2,67,1.7,342460,2677.8,45493,990,42671,935.2,788230,9197
2018,Minnesota,MN,127500385,621641,492793,0,0,3969,77,77920,3001.4,28094,506.7,53,1.5,147880,1228.8,32116,585.2,28094,506.7,431970,4868.6
2018,Mississippi,MS,32587078,354687,349611,0,0,0,0,65888,2146.5,5540,161.4,8,0.2,25056,255,5548,161.6,5540,161.4,200961,2568.3
2018,Missouri,MO,86835015,694784,463482,0,0,129,2.4,127825,4248.6,16521,312,28,0.7,116461,1181.5,16678,315.2,16521,312,556516,5801.1
2018,Montana,MT,22651088,118571,118571,0,0,339,6.4,17735,569.8,6894,152.1,0,0,23593,165.6,7234,158.5,6894,152.1,100374,966.2
2018,Nebraska,NE,32417869,205173,116788,0,0,77,1.5,35526,1114.4,6543,101,3,0.1,44923,361.9,6623,102.6,6543,101,167867,1586.9
2018,Nevada,NV,14006078,264251,218272,0,0,224,5,45891,1593.4,1857,57.9,4,0.1,43354,386.6,2084,63,1857,57.9,171840,2056.7
2018,New Hampshire,NH,30619260,147082,147082,0,0,25471,477.1,15835,913.6,10780,343.9,436,10.1,8391,124.9,36687,831.2,10780,343.9,107183,1924
2018,New Jersey,NJ,133044849,1038856,738606,0,0,24777,515.6,100759,4550.4,4925,191.5,28,0.7,257503,2250.5,29731,707.8,4925,191.5,586180,7521.6
2018,New Mexico,NM,20183864,229216,220435,0,0,4,0.1,23292,865.8,4438,120.3,0,0,35637,271.7,4443,120.4,4438,120.3,120248,1313.1
2018,New York,NY,374483913,2355971,2355971,0,0,107668,2185.4,177947,9658.6,27265,951.1,2132,50,501614,6008,137065,3186.5,27265,951.1,1174528,19002.6
2018,North Carolina,NC,95616827,1134767,787406,0,0,4379,83.3,210256,6834.7,18709,579.3,708,17.1,75414,887.2,23796,679.7,18709,579.3,725450,8436.8
2018,North Dakota,ND,22726978,90255,90246,0,0,741,14.1,17514,526.1,6362,100.2,5,0.1,13710,91.3,7108,114.5,6362,100.2,75629,733.5
2018,Ohio,OH,160470595,1417116,1416711,0,0,8611,165.3,185789,6839.8,18907,552.7,269,7,321297,2741.2,27787,725,18907,552.7,924136,10367
2018,Oklahoma,OK,37848752,411958,301588,0,0,12,0.2,82287,2484,7907,154.4,2,0,69555,622.9,7921,154.7,7907,154.4,307227,3276.1
2018,Oregon,OR,37148450,419196,418591,0,0,1488,31.1,64591,2079.2,2854,81.2,119,2.8,45524,454,4462,115.1,2854,81.2,247297,2769.4
2018,Pennsylvania,PA,231893592,1559045,1003683,0,0,86087,1781,190719,7764.9,20768,638.5,930,23.4,262667,2843.1,107784,2442.9,20768,638.5,965806,13202.6
2018,Rhode Island,RI,29317672,135836,135836,0,0,14411,288.9,10660,642,1845,73.9,19,0.5,21136,321.2,16275,363.2,1845,73.9,64464,1331.8
2018,South Carolina,SC,46679950,536519,466967,0,0,436,8.4,108680,3962.9,4485,158.8,153,3.7,32821,430.6,5074,170.9,4485,158.8,379768,4570.4
2018,South Dakota,SD,20446179,91689,81470,0,0,656,12.4,17123,581.8,4752,78.7,2,0,15234,109.4,5410,91.2,4752,78.7,73446,789.5
2018,Tennessee,TN,69850377,737674,641908,0,0,195,3.8,151431,4751.7,6632,160.6,169,4.5,77947,707.6,6996,168.8,6632,160.6,563044,5652.8
2018,Texas,TX,152343866,2636330,2153919,0,0,6,0.1,536598,17609.6,16682,473.1,3,0.1,233426,2592.7,16691,473.3,16682,473.1,1779685,20684.6
2018,Utah,UT,27362340,212123,161789,0,0,151,3,33146,1011.4,2519,63.2,1,0,70265,609.4,2671,66.2,2519,63.2,177235,1708
2018,Vermont,VT,22145663,76729,63976,0,0,10544,209.4,7220,381.3,7101,240.6,330,8.1,4220,55.7,17975,458,7101,240.6,48682,961.8
2018,Virginia,VA,99760362,909320,437151,0,0,11330,216.6,163648,5624.5,12123,400.6,386,9.4,94171,1042.6,23839,626.6,12123,400.6,610516,7341.4
2018,Washington,WA,58213347,753012,370371,0,0,3493,77.8,120577,3446.4,8658,225.7,20,0.5,90806,859.1,12172,304,8658,225.7,479561,4749.3
2018,West Virginia,WV,32510641,243375,204702,0,0,1419,27.3,39850,1306.1,2469,86.1,121,3,28668,258.4,4009,116.3,2469,86.1,163769,1714.4
2018,Wisconsin,WI,112551457,681311,681222,0,0,5002,95.3,76570,3146.1,24405,418.7,54,1.4,151487,1161.9,29460,515.4,24405,418.7,446114,4907.5
2018,Wyoming,WY,10825619,61529,61523,0,0,114,2.2,9377,310.2,3275,80,0,0,13959,113,3390,82.3,3275,80,51478,526.6
2019,Alabama,AL,57083450,575106,498171,0,0,23,0.4,110602,4061.2,6034,143.7,11,0.3,31472,478.5,6068,144.3,6034,143.7,347873,4690.6
2019,Alaska,AK,12165492,64999,48814,0,0,6574,132.5,6579,441.9,398,11.5,0,0,17698,199.4,6971,144,398,11.5,48580,812.1
2019,Arizona,AZ,28743659,637191,636778,0,0,2,0,118465,4317.1,5545,151,2,0.1,43411,567.7,5549,151.1,5545,151,412787,5062.2
2019,Arkansas,AR,33675548,326686,322507,0,0,4,0.1,63915,1834.9,4095,92.5,4,0.1,34175,372.6,4103,92.6,4095,92.5,226877,2323
2019,California,CA,204369272,3515072,3511986,0,0,480,10.4,298632,16763.8,25947,697.8,418,9.7,480485,6017.5,26845,717.9,25947,697.8,1455702,23629.6
2019,Colorado,CO,54007094,557697,377432,0,0,207,3.9,66209,2362.6,13185,275.9,9,0.2,154040,1108.7,13402,279.9,13185,275.9,378983,3815.3
2019,Connecticut,CT,81792823,424233,424233,0,0,53200,1000.4,42628,2732.7,8413,269.6,64,1.5,53808,763.1,61677,1271.5,8413,269.6,239810,4795
2019,Delaware,DE,14308941,101561,61209,0,0,2470,49.2,17074,628,2608,71.5,48,1,12145,140.9,5126,121.7,2608,71.5,65584,892.8
2019,District of Columbia,DC,12275490,78309,78309,0,0,51,1.1,8690,330.7,9,0.3,0,0,12487,154.6,60,1.3,9,0.3,39337,486.6
2019,Florida,FL,105285752,1975974,1684340,0,0,68,1.3,433943,14882.8,6349,234.8,18,0.4,16944,360,6436,236.5,6349,234.8,1180439,15480.2
2019,Georgia,GA,80017085,1015917,1014818,0,0,43,0.8,202439,6979.1,8750,244.1,59,1.3,126519,1832.7,8851,246.2,8750,244.1,715836,9067.5
2019,Hawaii,HI,5170426,110693,81819,0,0,0,0,9416,884.8,495,21.9,0,0,548,25.4,495,21.9,495,21.9,34545,932.3
2019,Idaho,ID,22075962,149489,136195,0,0,392,7.5,29674,860,5317,121.5,12,0.3,31834,200.2,5721,129.3,5317,121.5,136900,1265.7
2019,Illinois,IL,182286994,1430528,932467,0,0,372,6.9,154292,5891,27805,464.2,81,1.9,452296,3521.7,28259,472.9,27805,464.2,970625,9902.6
2019,Indiana,IN,77323410,690086,690086,0,0,1280,24.2,113446,4182.9,14382,286.5,147,3.4,150165,1239.6,15809,314.1,14382,286.5,536499,5771.8
2019,Iowa,IA,58270578,340625,284552,0,0,848,15.3,49456,1805.9,25162,348.7,27,0.6,75888,584.6,26037,364.7,25162,348.7,248336,2770.4
2019,Kansas,KS,37558133,307940,177110,0,0,18,0.3,46508,1732.7,9375,152,3,0.1,71071,629.5,9396,152.4,9375,152,228838,2525.7
2019,Kentucky,KY,54749639,545139,387096,0,0,501,9.5,90667,2869.1,8194,190.1,148,3.4,51154,529.2,8842,202.9,8194,190.1,352177,3635.5
2019,Louisiana,LA,50914267,596676,596341,0,0,30,0.5,105724,3035.1,1933,51.1,2,0,36793,414.6,1965,51.6,1933,51.1,318333,3503.2
2019,Maine,ME,40412702,160941,125135,0,0,30281,570.1,16356,857.6,8124,235.3,1443,32.8,3250,50.3,39848,838.2,8124,235.3,106253,1837.5
2019,Maryland,MD,81261774,624821,366097,0,0,10199,219.1,93945,3611.3,7303,223.2,146,3.3,85554,1027.2,17648,445.6,7303,223.2,393731,5102.4
2019,Massachusetts,MA,141333660,824818,824818,0,0,75793,1438.1,65901,4233.1,10349,360,241,5.5,139346,1988.9,86383,1803.7,10349,360,432949,8067.6
2019,Michigan,MI,181488371,1150627,551897,0,0,3070,56.5,114287,5273.1,43330,829.9,109,2.5,351305,2684.6,46509,888.9,43330,829.9,783997,8947.6
2019,Minnesota,MN,119668185,607337,483547,0,0,3225,63.8,76047,2906.6,30922,513.7,80,1.9,151838,1165.3,34227,579.4,30922,513.7,418227,4708.2
2019,Mississippi,MS,32218286,342923,335004,0,0,0,0,63865,2108.8,5878,149.6,8,0.2,22736,238.2,5886,149.8,5878,149.6,195186,2502
2019,Missouri,MO,85178556,676428,443475,0,0,74,1.4,121779,3975.6,19709,330.7,39,0.9,112843,1151.5,19822,332.9,19709,330.7,530235,5512.9
2019,Montana,MT,22523833,115660,115660,0,0,368,6.7,18111,590.9,9538,183.4,0,0,25124,169.7,9906,190,9538,183.4,105697,1018.3
2019,Nebraska,NE,33576802,201084,111429,0,0,70,1.3,35171,1109.7,7815,108,4,0.1,44541,328.9,7890,109.4,7815,108,169241,1556.3
2019,Nevada,NV,13957080,257131,215998,0,0,266,5.7,43904,1544.7,2006,54.5,4,0.1,49909,455.3,2276,60.3,2006,54.5,173543,2073.4
2019,New Hampshire,NH,29749764,143635,143635,0,0,24547,439.1,15377,903.6,10712,307.4,570,12.3,8291,126.5,35829,758.8,10712,307.4,105115,1844.6
2019,New Jersey,NJ,128445990,1005775,715730,0,0,24086,491.6,97626,4535,4808,164.4,32,0.7,248751,2326,28925,656.8,4808,164.4,563131,7528.8
2019,New Mexico,NM,21328133,222855,218100,0,0,11,0.2,23446,859.7,4804,113.8,0,0,43714,271.3,4816,114,4804,113.8,132449,1307.9
2019,New York,NY,372460842,2281482,2281482,0,0,105675,2034.7,171081,8995.4,28275,848.3,3266,73.1,488901,5972.3,137217,2956.1,28275,848.3,1138582,18070.5
2019,North Carolina,NC,96714462,1091569,754753,0,0,4053,74.8,204218,6834,17644,508.3,846,19.1,70083,875.2,22543,602.2,17644,508.3,696311,8340.9
2019,North Dakota,ND,21176479,88912,88903,0,0,818,15,17488,528,8217,125.6,7,0.2,14481,91.9,9042,140.8,8217,125.6,78903,762.2
2019,Ohio,OH,166245244,1385849,1202570,0,0,8304,152.9,178195,6464.5,21522,535.1,284,6.5,309460,2779,30111,694.6,21522,535.1,875824,9995.8
2019,Oklahoma,OK,38178836,401526,293443,0,0,16,0.3,81226,2429.7,8375,145.5,2,0.1,70037,638.2,8393,145.8,8375,145.5,298943,3228.1
2019,Oregon,OR,36197481,403275,402817,0,0,1314,26.5,65804,2123.9,3296,82,150,3.2,50478,477.8,4760,111.7,3296,82,255441,2843.6
2019,Pennsylvania,PA,219128990,1524708,973876,0,0,66666,1373.7,185600,7508.6,23752,620,1056,25.9,245942,2768.6,91474,2019.6,23752,620,891688,12435.2
2019,Rhode Island,RI,23694327,132290,132290,0,0,11827,226.8,10178,648.3,1621,57.9,19,0.4,20479,305.5,13466,285.2,1621,57.9,60993,1246.2
2019,South Carolina,SC,49313371,519675,454826,0,0,424,8,106318,4048.1,3918,123.8,131,3,29663,379.4,4472,134.7,3918,123.8,365358,4567.6
2019,South Dakota,SD,20311892,89692,78698,0,0,530,9.7,17255,584.3,5868,90.8,2,0,16048,108,6400,100.5,5868,90.8,74163,798.6
2019,Tennessee,TN,65675797,712256,622582,0,0,158,3,145260,4628.9,7306,159.1,213,4.9,71609,649.1,7678,167,7306,159.1,524772,5469.9
2019,Texas,TX,161043673,2587809,2109662,0,0,6,0.1,530502,18287,21603,535.3,2,0.1,234074,2420.4,21611,535.5,21603,535.3,1767320,21251.8
2019,Utah,UT,27841182,206473,154317,0,0,136,2.6,33231,1013,3054,66.7,1,0,79528,593.8,3191,69.3,3054,66.7,187767,1696.7
2019,Vermont,VT,21456140,74884,61581,0,0,11496,221.1,7102,368.7,7063,204.2,378,8.6,4288,54.4,18936,433.9,7063,204.2,47847,917.1
2019,Virginia,VA,100478072,878301,423226,0,0,9431,177.1,159225,5632.1,12726,380.2,418,9.5,86516,1032.7,22575,566.8,12726,380.2,571741,7272.1
2019,Washington,WA,58044111,722328,349933,0,0,3624,77.8,124580,3544.7,10895,250.8,31,0.7,97618,883.5,14550,329.3,10895,250.8,496532,4910.2
2019,West Virginia,WV,32408824,237729,199618,0,0,1590,29.9,38055,1254.6,2892,90.3,140,3.2,25887,236.1,4622,123.4,2892,90.3,156114,1645.8
2019,Wisconsin,WI,111151139,660108,660036,0,0,4879,87.8,75048,3118,32568,501,78,1.8,159117,1164.2,37524,590.5,32568,501,447185,4951.9
2019,Wyoming,WY,10686776,60502,60496,0,0,107,2,9722,318.4,3513,74.2,0,0,15103,113.3,3620,76.3,3513,74.2,53913,528.5